;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95
1;0;407834.48143653;169547.926965233;232805.134188533;175161.943362598;277927.907185287;166388.15302266;395001.009413153;467202.713447925;261348.325421458;406615.075936515;291292.400455702;285091.496267863;543119.160396216;239194.017231796;400744.300890918;467616.086809471;243635.119968663;282074.312176173;154010.557454916;672461.503599801;257086.988550685;375482.734846398;141752.282984816;158103.604403376;468125.391061043;393983.370425864;750893.83953556;251824.109694446;449389.316245781;469788.575161038;483746.209040071;321135.155419054;576242.629535301;299080.428527708;378317.16242225;94682.9863654549;75020.4310912632;537545.784748059;342870.414864957;100617.543435947;161625.837077638;554125.974457995;304457.507672061;335634.439324695;428842.287782757;227974.375512009;472873.712576755;600878.663925932;328059.36761114;224023.996422081;508637.100662371;305533.957818053;321873.101189633;649229.255640378;341554.488006907;180791.479650338;509199.028240011;428474.267102414;483443.155916323;539072.398736091;176038.693299524;577756.715930029;532721.417411373;449843.068629153;330921.602882343;244423.938982809;60386.6288395145;180564.119984635;86675.3771435834;442247.910455889;109587.461853802;83695.5026179511;381148.847152762;510400.202134387;335111.115720311;401254.207233405;438443.57462795;486498.301575099;359464.963116024;390289.990845499;304237.822551313;233342.092979146;514255.776023019;379293.969274387;318948.226277426;246094.210855361;236510.041271574;208661.025830866;357258.177630713;384720.404418679;380690.851065849;368524.01939472;410560.844715668
2;407834.48143653;0;353693.382914189;640632.543468361;582327.138223431;682030.42010286;539261.867591888;78279.9922780541;755855.896030141;146640.633834517;724238.526923193;591566.872706952;679731.122429015;289015.999503305;506509.963298731;496204.293420168;526966.541191812;288812.647765066;484750.372056349;253987.886966094;485280.90528777;403122.923968519;539610.138454838;337711.758648403;556250.438846697;192461.075338803;206495.552916241;575631.413341846;621571.824190295;714139.616130309;694917.350357047;612861.599373618;666034.215903454;411478.25067133;342974.955213829;332551.388367556;501819.184526053;352938.738434118;705149.994957813;267327.28777237;429107.804121571;493834.751822342;457433.135977759;204126.093233447;569081.709450108;624056.551667166;561475.318358705;388250.160005645;358632.829922387;84053.0045087035;202434.632115706;346581.359707744;207991.147597559;146751.143238921;505247.084953928;232583.291478714;272256.067711894;101796.49096235;83733.3193952809;271039.398027413;138105.633440066;428094.732165878;775937.819849788;769815.812879236;779040.615638594;307265.488642108;332108.825210052;418684.272612182;283352.653065751;332773.581346696;300477.516252298;503528.902964536;447287.499837385;118224.269429905;182904.007499512;113489.54716212;150056.898484731;441527.005599978;102300.684854843;651642.215631476;633632.513475915;711483.742404919;630413.252755982;483097.210074759;405422.939347564;443906.356481563;256352.247301332;191543.246044626;328060.107321977;150285.316301312;124232.589830705;106314.474948373;117922.910759153;116531.478207714
3;169547.926965233;353693.382914189;0;349565.975241058;307646.711131557;411974.763926306;206563.632212511;374687.604152168;408898.73511051;225049.617017245;371352.133029269;238516.26791899;350488.284542077;401562.637675652;154773.170710938;242478.609515335;305958.253130718;91780.6990750936;153668.580450451;166448.708420283;509468.784791579;96146.8914068455;238086.03500048;256835.754606389;244923.568205626;344329.49109701;260855.027642987;584786.921444057;278268.819210192;373248.164755612;369614.018034188;341136.498933724;313588.975239119;413776.914153371;130522.750952167;213125.44016993;223780.255716556;195686.555134588;412397.140894844;190750.520997564;105754.319212537;148841.375879653;385633.751929034;180672.224802392;232397.799991146;310302.309945301;210265.075850795;305827.937101937;451327.361169905;295256.183289135;245410.835706768;349877.652660153;347725.50213667;332572.404675684;482175.345345681;392739.673802044;83930.3309200104;451369.310855051;340555.757582308;338372.134664488;461272.105344816;74422.7716397777;468048.095342609;441996.770972084;425614.539359476;414491.094024186;349811.293448036;126299.658378743;260196.766583729;107500.395996062;286460.706644969;271835.537895368;252785.878688574;281401.618961676;397001.965490473;249401.283398628;287886.186727047;269324.592067832;402491.458646102;301210.207610196;297144.338736296;407418.222363588;308090.872692713;344920.837081255;209991.378724489;160620.734180731;313584.002869712;163559.61013307;315584.275141739;247418.231075764;282148.409588031;285949.598115184;270785.34304043;309619.162626576
4;232805.134188533;640632.543468361;349565.975241058;0;62084.2962557129;72236.6652171488;161519.790039649;625352.258257602;404781.509090683;494096.589623058;328350.292503816;285272.808744675;112083.343582197;750615.308117654;302374.427744183;508833.022321647;576040.731469365;440406.555305769;372309.748935104;386782.754888239;850038.626422006;398779.833595543;450021.994595077;340721.199538908;107217.49372866;686518.655377209;606372.378296977;917983.809033094;165676.167365614;416129.538352253;466744.800426578;547585.54122271;238249.969742621;756312.124881805;470431.854833223;556250.824715374;139363.114688159;295111.095066147;562516.414379159;540310.989873595;243865.19405867;224201.34102811;713954.987115682;519868.965115644;373624.086694776;462128.059370956;223380.268887565;642252.091254105;800706.432629664;560596.988026581;452614.921273004;696595.347193529;521290.804031132;547765.479696535;814190.819471315;549864.600185192;397144.400453848;741994.820704301;658131.187709704;687755.615052225;771037.661423845;303933.40840956;571713.37010324;504040.559343796;344796.593892498;517984.322573349;425304.003440693;233516.930122729;393696.252458792;312331.45943144;635136.423400754;153448.204329003;215144.498238306;607324.508225333;733796.158256375;563758.631530797;623299.910636396;581260.535605502;717366.267109171;328834.421815467;396680.60597786;73982.5212218643;86103.6448947905;654996.396042671;528810.989028041;441525.775049292;455413.161155532;464504.612750967;396010.589011375;579759.96562104;610142.977561217;608175.632462246;595015.614324836;636883.370860886
5;175161.943362598;582327.138223431;307646.711131557;62084.2962557129;0;105489.320512305;145851.544047509;564810.496663115;428884.543207871;436141.215040489;354440.301212747;288032.213667983;156152.052822047;705224.348238117;286990.050316063;489715.961474871;558047.802096536;396241.708398708;353750.838986274;328358.865421576;814814.022466529;368035.829042214;438347.519705269;278636.910338671;86915.3393470589;636891.205839079;558720.498975171;886264.747398168;182020.540009234;432542.725180154;476310.632001867;541027.661491279;261029.37128975;719870.260094089;433707.649740144;518902.066547319;86152.9995990839;234129.03608609;566595.271674015;497085.605385626;202921.665598015;200647.413268778;683260.242603193;470730.494967996;369012.761037042;461798.293872237;219807.828716923;608210.103927024;758125.211933442;501434.503861728;391879.116118488;657389.051493872;459255.926684329;486378.522984969;782626.619043921;487810.934723573;346729.638773907;683341.303330784;603131.755643591;643234.861753412;714223.732332959;272123.84993025;584190.626981027;521323.03708061;379052.8804761;456811.23954077;364102.079837026;185057.301698092;331726.743013508;258023.602845323;594024.078536325;91657.7189506257;153130.713902926;554171.882638724;682139.432386335;509273.113185917;572028.848608085;554014.888183522;661543.450501469;341257.457607052;401589.582047077;136055.758738006;113330.247450968;629193.94884445;498971.964101059;416985.531779228;393329.360319467;410179.085577627;334325.361302206;528186.112202095;557353.05967734;554369.354184955;541689.26446692;583704.409451303
6;277927.907185287;682030.42010286;411974.763926306;72236.6652171488;105489.320512305;0;232595.753247691;659565.671014063;467548.530388017;536796.780618306;390756.645381639;356705.571003051;169057.593623958;810595.762703324;374191.188428646;580447.683403668;647855.513499808;501286.478498743;443839.626620402;428871.892138632;916941.860384883;467169.611322292;522237.488135415;364094.341935774;176110.38065877;742236.620320303;664209.774156744;986507.780822746;235340.831110697;482791.876924505;535783.472529224;619670.431979634;303939.663836107;822533.130882583;536231.803974165;621818.068187149;191628.302419146;329958.256809468;632882.453934679;602000.911640859;306562.329385762;294148.879402287;782769.906184379;576173.474646812;445696.056346688;533577.919108508;295585.461454486;709594.919556904;863005.816114497;599885.098079762;486880.194238679;761176.046119622;544925.733778772;577978.456267457;882727.547774882;568741.130170682;452092.149236097;782244.146023199;706375.005203213;748472.441441208;815663.98099502;371604.415242417;639338.122040887;569817.761007462;401005.232458188;527981.77833097;436700.353665363;290479.960829952;419895.991358869;362454.490708144;698426.389174351;179470.16675797;239592.691816339;658551.207472355;787004.675762114;612995.806532136;677067.424287081;651137.816239031;764047.149298237;397645.45460575;467267.917867161;89310.4470844502;155525.462928511;725352.970852647;597765.794573894;511970.787517652;477416.929808088;514173.93970475;411440.932393185;633169.384050303;661887.599744424;658423.636851629;646000.892768827;688042.508610059
7;166388.15302266;539261.867591888;206563.632212511;161519.790039649;145851.544047509;232595.753247691;0;541643.563018754;310812.837713675;395912.149118458;244397.130389965;148275.684863397;144352.567154245;605223.059916991;142433.635566828;347986.353665021;415665.087732522;297890.280084393;211352.548850257;298735.787229487;691964.329038724;239899.894530543;292985.354973019;307607.195616568;59154.3371458184;550884.870579066;467288.128472899;757832.046755351;86736.5410907886;302799.601401758;338122.750940965;395177.798522802;155508.859296478;599445.075211408;315887.279231405;401396.207738498;106815.136313417;241191.703155917;423682.055916601;393676.757251823;110477.77678921;64247.6593257484;553653.165414368;386322.149018038;223630.556405565;317350.55683892;77878.0934955094;483983.52817287;650471.205201999;467442.228302148;378776.875122579;542710.414059814;468354.766086095;477374.947468219;654100.052716089;506332.522164709;272540.823940236;640490.041594932;540105.133544193;541414.908567311;658889.705487397;147941.758338184;447370.534141285;390583.458909374;284452.635611793;497126.570088458;409297.943156635;125618.640193589;346076.395151805;210815.300752367;484073.602150382;177816.845836981;211818.676817752;483567.43881529;603008.035561591;446092.521977602;493209.405229258;420087.795750122;601611.802841388;209841.710047773;260698.970346241;206011.167338761;102304.539146449;493543.461735095;368604.831085516;280084.200076614;411540.476778161;350061.152619875;374007.225740086;451540.066351506;485089.457559283;486717.388916456;472163.754753041;512556.691437967
8;395001.009413153;78279.9922780541;374687.604152168;625352.258257602;564810.496663115;659565.671014063;541643.563018754;0;783246.350068819;150147.404616368;744841.818229702;612278.51987124;676637.412943081;367157.405155243;529445.078020462;546527.964637125;583629.1377355;325398.737072951;517568.455654305;244050.567638038;562976.563340306;438578.308033797;581759.699086509;300981.334800017;550359.578182746;270036.529801563;275187.045880416;653433.47449944;626884.716174689;745289.288633988;732632.685418096;663037.213494639;678985.612857676;487366.644023633;389185.739833152;392293.10914803;489555.630387583;330787.770287364;752255.28461901;324663.024237046;434300.391441273;503549.190827009;529188.621210618;253746.257706971;601221.481732037;664630.12419975;574122.873164534;456500.92972185;436880.755858283;79718.4995958456;173003.164381802;420796.276141528;143959.311786013;87932.3778839387;581251.779666024;160118.584673577;290759.315720109;137782.551018348;161771.463455792;346822.935099738;194590.505601212;447414.152270887;819857.941690993;807151.218478372;797904.679916382;236633.662325282;274951.739303497;416915.922631807;244244.978427718;330861.129918836;370728.210025033;480159.326181901;420455.934013159;187193.709501891;260488.464253133;166046.58070976;222216.436423457;501735.386850996;174145.103207435;675893.238830795;666453.273344793;698185.711288399;625735.162961288;549100.192607753;460330.09687589;486527.511023333;202923.029636958;212910.60337445;277714.957428874;213032.920027245;193956.650517248;175254.1077716;183483.425183748;191448.508211631
9;467202.713447925;755855.896030141;408898.73511051;404781.509090683;428884.543207871;467548.530388017;310812.837713675;783246.350068819;0;633928.905180032;76793.1163559936;178585.581883484;298686.701362997;702707.445644713;254840.480267218;328201.295800642;362522.977937262;467890.84223976;272850.836221315;563097.854310447;701832.773824986;355194.024210283;250657.15740415;607503.057865222;353799.087804132;690485.929620976;608676.302858047;735310.685549782;247013.28570577;55578.2641295171;120944.874297622;269722.908272274;168026.747665141;631918.687732456;429427.999678675;487050.571049978;416968.838605115;537756.648917759;218403.85971583;522780.112681379;377501.935376803;307114.314347887;553920.588757544;559440.255357791;189822.837943459;181661.651484697;239517.869283037;523120.511530323;719715.837213256;703615.788367972;646340.97965621;605632.776846625;746055.719675423;739114.016249208;643527.258424792;788741.560565599;492732.016615971;847995.882745781;725815.42972474;643651.655453053;845125.925450226;338329.558806081;187860.027087276;110091.617077323;90596.762506509;793264.900558397;710715.041555331;412370.023883141;636137.113708252;478967.533142736;573594.487994396;486034.649457352;522448.926847558;663930.605270083;750486.788702775;644848.060247558;656673.215620824;429581.917689915;785571.123577403;110172.764213226;130892.055559613;389120.290743627;320462.611775282;472819.706559138;413951.200344573;331452.872143115;699184.754861984;570769.1957226;674617.475165852;626205.698708823;662234.009023298;671779.160110469;656206.055319575;687627.559434461
